Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
28686837,A Gambler's Anatomy,Jonathan Lethem,"Lethem, Jonathan",,"=""0385539908""","=""9780385539906""",2,3.17,Doubleday Books,Hardcover,304,2016,2016,,2017/12/14,,,read,,,,1,,,0,,,,,
168668,"Catch-22 (Catch-22, #1)",Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",5,3.98,Simon & Schuster ,Paperback,453,2004,1961,,2020/02/02,,,read,,,,1,,,0,,,,,
30319086,If We Were Villains,M.L. Rio,"Rio, M.L.",,"=""125009528X""","=""9781250095282""",4,4.08,Flatiron Books,Hardcover,368,2017,2017,2019/05/12,2019/05/01,,,read,,,,1,,,0,,,,,
32333322,Love & Gelato,Jenna Evans Welch,"Welch, Jenna Evans",,"=""1481432559""","=""9781481432559""",0,4.11,Simon Pulse,Paperback,400,2017,2016,,2020/02/02,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
8573020,The Weird Sisters,Eleanor Brown,"Brown, Eleanor",,"=""0399157220""","=""9780399157226""",3,3.36,Amy Einhorn Books/Putnam,Hardcover,320,2011,2011,,2020/02/02,,,read,,,,1,,,0,,,,,
50536101,The Yellow Wall-Paper: A Graphic Novel,Sara Barkat,"Barkat, Sara",Charlotte Perkins Gilman,"=""""","=""9781943120390""",0,4.88,,Paperback,114,2020,,,2020/02/02,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
50185600,Apeirogon,Colum McCann,"McCann, Colum",,"=""1400069602""","=""9781400069606""",0,4.10,Random House,Hardcover,480,2020,2020,,2020/01/31,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
25229229,Thirteen Ways of Looking,Colum McCann,"McCann, Colum",,"=""1443446254""","=""9781443446259""",4,3.97,HarperCollins Publishers,Hardcover,256,2015,2015,,2020/01/31,,,read,,,,1,,,0,,,,,
13503109,This Is How You Lose Her,Junot Díaz,"Díaz, Junot",,"=""1594487367""","=""9781594487361""",4,3.75,Riverhead Books,Hardcover,217,2012,2010,,2020/01/31,,,read,,,,1,,,0,,,,,
45754981,The Glass Hotel,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0525521143""","=""9780525521143""",0,4.09,Knopf Publishing Group,Hardcover,320,2020,2020,,2020/01/31,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
43822062,The World That We Knew,Alice Hoffman,"Hoffman, Alice",,"=""1501137573""","=""9781501137570""",0,4.25,Simon & Schuster,Hardcover,372,2019,2019,,2020/01/31,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
38322550,"The Last Emperox (The Interdependency, #3)",John Scalzi,"Scalzi, John",Wil Wheaton,"=""""","=""""",0,4.42,Audible Studios,Audible Audio,9,2020,2020,,2020/01/31,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
45992717,"The Mirror & the Light (Thomas Cromwell, #3)",Hilary Mantel,"Mantel, Hilary",,"=""0805096604""","=""9780805096606""",0,3.92,Henry Holt and Co.,Hardcover,784,2020,2020,,2020/01/31,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,"=""1472223799""","=""9781472223791""",0,4.54,Tinder Press,Hardcover,352,2020,2020,,2020/01/31,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
39507318,The Library Book,Susan Orlean,"Orlean, Susan",,"=""1476740186""","=""9781476740188""",0,3.94,Simon & Schuster,Hardcover,317,2018,2018,,2020/01/27,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",0,4.05,Saga Press,Kindle Edition,209,2019,2019,,2019/12/13,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
16130537,The Humans,Matt Haig,"Haig, Matt",,"=""1476727910""","=""9781476727912""",5,4.09,Simon  Schuster,Hardcover,285,2013,2013,,2017/10/30,favorites,favorites (#3),read,,,,2,,,0,,,,,
7307795,"Started Early, Took My Dog (Jackson Brodie, #4)",Kate Atkinson,"Atkinson, Kate",,"=""0385608020""","=""9780385608022""",4,3.91,Doubleday & Co Inc.,Hardcover,350,2010,2010,,2012/04/13,,,read,,,,2,,,0,,,,,
3289281,"When Will There Be Good News? (Jackson Brodie, #3)",Kate Atkinson,"Atkinson, Kate",,"=""0316154857""","=""9780316154857""",5,3.99,"Little, Brown and Company",Hardcover,400,2008,2008,,2012/04/13,,,read,,,,3,,,0,,,,,
217071,The New Yorkers,Cathleen Schine,"Schine, Cathleen",Leanne Shapton,"=""0374221839""","=""9780374221836""",4,3.29,"Farrar, Straus and Giroux",Hardcover,304,2007,2007,,2017/12/14,,,read,,,,2,,,0,,,,,
1914973,"The Likeness (Dublin Murder Squad, #2)",Tana French,"French, Tana",,"=""0670018864""","=""9780670018864""",5,4.06,Viking Adult,Hardcover,466,2008,2008,,2017/11/29,favorites,favorites (#49),read,,,,2,,,0,,,,,
15790842,"Life After Life (Todd Family, #1)",Kate Atkinson,"Atkinson, Kate",,"=""0316176486""","=""9780316176484""",5,3.76,Reagan Arthur Books,Hardcover,531,2013,2013,2019/11/01,2013/02/12,favorites,favorites (#7),read,,,,2,,,0,,,,,
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",5,4.13,Flatiron Books,Hardcover,459,2019,2019,2019/12/27,2019/10/19,,,read,,,,1,,,0,,,,,
38140077,Washington Black,Esi Edugyan,"Edugyan, Esi",,"=""0525521429""","=""9780525521426""",0,3.99,Knopf Publishing Group,Hardcover,334,2018,2018,,2019/12/26,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
39735213,The Body in Question,Jill Ciment,"Ciment, Jill",Hillary Huber,"=""""","=""""",3,3.64,Random House Audio,Audiobook,,2019,2019,2019/12/18,2019/06/14,,,read,,,,1,,,0,,,,,
43608928,Grand Union: Stories,Zadie Smith,"Smith, Zadie",,"=""0525558993""","=""9780525558996""",0,3.26,Penguin Press,Hardcover,246,2019,2019,,2019/12/13,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
42977510,Rabbits for Food,Binnie Kirshenbaum,"Kirshenbaum, Binnie",,"=""1641290536""","=""9781641290531""",0,3.66,Soho Press,Hardcover,384,2019,2019,,2019/12/13,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
42839296,Hollow Kingdom,Kira Jane Buxton,"Buxton, Kira Jane",,"=""1538745828""","=""9781538745823""",0,3.92,Grand Central Publishing,Hardcover,308,2019,2019,,2019/12/13,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
6415806,Heroic Measures,Jill Ciment,"Ciment, Jill",,"=""0375425225""","=""9780375425226""",3,3.56,Pantheon,Hardcover,193,2009,2009,2019/12/09,2019/06/26,,,read,,,,1,,,0,,,,,
41880602,Fleishman Is in Trouble,Taffy Brodesser-Akner,"Brodesser-Akner, Taffy",,"=""0525510877""","=""9780525510871""",4,3.74,Random House,Hardcover,373,2019,2019,2019/12/12,2019/12/04,,,read,,,,1,,,0,,,,,
43684727,The Grammarians,Cathleen Schine,"Schine, Cathleen",,"=""125024174X""","=""9781250241740""",5,3.64,MacMillan Audio,Audio CD,,2019,2019,2019/11/27,2019/08/15,favorites,favorites (#50),read,,,,1,,,0,,,,,
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",4,4.20,Crown Publishing Group (NY),Hardcover,336,2019,2019,2019/12/03,2019/06/10,,,read,,,,1,,,0,,,,,
42975172,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,"=""0385543786""","=""9780385543781""",5,4.23,Nan A. Talese,Hardcover,422,2019,2019,2019/11/25,2019/09/04,,,read,,,,1,,,0,,,,,
129117,"The Spellman Files (The Spellmans, #1)",Lisa Lutz,"Lutz, Lisa",,"=""0743571355""","=""9780743571357""",4,3.88,Recorded Books,Audio CD,6,2008,2007,2019/11/14,2019/11/14,,,read,,,,1,,,0,,,,,
43798285,The Institute,Stephen King,"King, Stephen",,"=""1982110562""","=""9781982110567""",4,4.22,Scribner,Hardcover,561,2019,2019,2019/10/21,2019/08/15,,,read,,,,1,,,0,,,,,
42080142,The Turn of the Key,Ruth Ware,"Ware, Ruth",,"=""1501188771""","=""9781501188770""",3,3.97,Gallery/Scout Press,Hardcover,337,2019,2019,2019/08/22,2019/08/20,,,read,"This is another one which I really enjoyed reading it (couldn't put it down), but I must awknowledge that the writing is less then fabulous.  Perfect for beaches or vacations, but probably not right before bed - it's pretty damn creepy!",,,1,,,0,,,,,
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.35,Orbit,Paperback,416,2017,2017,,2019/11/04,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.32,Orbit,Paperback,410,2016,2016,,2019/11/04,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.30,Orbit,Paperback,468,2015,2015,2019/11/04,2019/08/23,,,read,,,,1,,,0,,,,,
35480518,The Female Persuasion,Meg Wolitzer,"Wolitzer, Meg",,"=""1594488401""","=""9781594488405""",3,3.59,Riverhead Books,Hardcover,454,2018,2018,,2018/09/08,,,read,,,,1,,,0,,,,,
43811212,Quichotte,Salman Rushdie,"Rushdie, Salman",,"=""178733192X""","=""9781787331921""",0,3.88,Jonathan Cape,Paperback,393,2019,2019,,2019/10/21,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
13507212,"Bring Up the Bodies (Thomas Cromwell, #2)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",4,4.28,"Henry Holt & Company, Inc.",Hardcover,412,2012,2012,2019/10/05,2019/01/16,,,read,,,,1,,,0,,,,,
30090925,The Animators,Kayla Rae Whitaker,"Whitaker, Kayla Rae",,"=""0812989287""","=""9780812989281""",0,3.97,Random House,Hardcover,369,2017,2017,,2019/09/27,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
23359964,One Plus One,Jojo Moyes,"Moyes, Jojo",,"=""0143127500""","=""9780143127505""",0,3.95,Penguin Books,Paperback,368,2015,2014,,2019/09/25,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",3,4.28,"Little, Brown and Company",Hardcover,393,2018,2018,2019/09/25,2019/08/22,,,read,,,,1,,,0,,,,,
13497818,The Casual Vacancy,J.K. Rowling,"Rowling, J.K.",,"=""0316228532""","=""9780316228534""",3,3.30,"Little, Brown and Company",Hardcover,503,2012,2012,,2019/09/24,,,read,,,,1,,,0,,,,,
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling","=""0751565350""","=""9780751565355""",4,3.65,"Little, Brown",Hardcover,343,2016,2016,,2019/09/24,,,read,,,,1,,,0,,,,,
3077,The Enchanted April,Elizabeth von Arnim,"Arnim, Elizabeth von",,"=""""","=""""",4,3.94,Waking Lion Press,Paperback,232,2008,1922,,2019/09/22,,,read,,,,1,,,0,,,,,
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",Laura   Miller,"=""0143039989""","=""9780143039983""",3,3.85,Penguin Classics,Paperback,182,2006,1959,,2019/09/22,,,read,,,,1,,,0,,,,,
18166863,And the Dark Sacred Night,Julia Glass,"Glass, Julia",,"=""0307377938""","=""9780307377937""",3,3.54,Pantheon,Hardcover,379,2014,2014,,2019/09/22,,,read,,,,1,,,0,,,,,
12981174,"Talulla Rising (The Last Werewolf, #2)",Glen Duncan,"Duncan, Glen",,"=""0307595099""","=""9780307595096""",3,3.77,Knopf,Hardcover,368,2012,2012,,2019/09/22,,,read,,,,1,,,0,,,,,
40651862,The Last Werewolf (The Last Werewolf #1),Glen Duncan,"Duncan, Glen",,"=""""","=""""",4,3.47,Vintage,Kindle Edition,353,2011,2011,,2019/09/22,,,read,,,,1,,,0,,,,,
659388,Nobody's Fool,Richard Russo,"Russo, Richard",,"=""0679753338""","=""9780679753339""",0,4.11,Vintage,Paperback,549,1994,1993,,2019/09/22,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
18218954,"Love, Nina: Despatches from Family Life",Nina Stibbe,"Stibbe, Nina",,"=""0670922765""","=""9780670922765""",0,3.61,Penguin Books,Hardcover,336,2013,2013,,2019/09/22,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
42779061,Reasons to Be Cheerful,Nina Stibbe,"Stibbe, Nina",,"=""0316309370""","=""9780316309370""",4,3.64,"Little, Brown and Company",Hardcover,288,2019,2019,2019/09/22,2019/05/18,,,read,,,,1,,,0,,,,,
42379022,The Bookish Life of Nina Hill,Abbi Waxman,"Waxman, Abbi",,"=""""","=""""",0,3.86,Berkley,Kindle Edition,352,2019,2019,,2019/09/20,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
45304101,The Great Believers,Rebecca Makkai,"Makkai, Rebecca",,"=""073522353X""","=""9780735223530""",4,4.20,Penguin Books,Paperback,448,2019,2018,2019/09/17,2019/05/14,,,read,,,,1,,,0,,,,,
36373481,The Death of Mrs. Westaway,Ruth Ware,"Ware, Ruth",,"=""1501156217""","=""9781501156212""",0,3.81,Scout Press,Hardcover,368,2018,2018,,2019/09/07,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""0385534639""","=""9780385534635""",0,4.04,Doubleday,Hardcover,391,2011,2011,,2019/09/05,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
34037113,"The Rules of Magic (Practical Magic, #0)",Alice Hoffman,"Hoffman, Alice",,"=""""","=""""",4,3.96,Simon & Schuster,Kindle Edition,369,2017,2017,2019/09/05,2019/08/26,,,read,,,,1,,,0,,,,,
39280445,Nine Perfect Strangers,Liane Moriarty,"Moriarty, Liane",,"=""1250069823""","=""9781250069825""",2,3.50,Flatiron Books,Hardcover,453,2018,2018,,2019/01/16,,,read,,,,1,,,0,,,,,
36739942,Lake Success,Gary Shteyngart,"Shteyngart, Gary",,"=""0812997417""","=""9780812997415""",2,3.61,Random House,Hardcover,339,2018,2018,,2018/10/17,,,read,,,,1,,,0,,,,,
31937362,The Italian Teacher,Tom Rachman,"Rachman, Tom",,"=""1786482576""","=""9781786482570""",2,3.65,Riverrun,Hardcover,336,2018,2018,,2019/05/12,,,read,,,,1,,,0,,,,,
36388243,Something in the Water,Catherine Steadman,"Steadman, Catherine",,"=""1524797189""","=""9781524797188""",1,3.60,Ballantine,Hardcover,342,2018,2018,,2018/09/08,,,read,,,,1,,,0,,,,,
39796904,My Lovely Wife,Samantha  Downing,"Downing, Samantha",,"=""""","=""""",1,3.91,Berkley Books,Hardcover,374,2019,2019,,2019/06/18,,,read,,,,1,,,0,,,,,
42135029,City of Girls,Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""1594634734""","=""9781594634734""",0,4.06,Riverhead,Hardcover,470,2019,2019,,2019/06/14,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
44318414,The Dutch House,Ann Patchett,"Patchett, Ann",,"=""0062963678""","=""9780062963673""",0,4.24,Harper,Hardcover,337,2019,2019,,2019/08/15,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
246225,"Strong Poison (Lord Peter Wimsey, #6)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0060809086""","=""9780060809089""",4,4.14,HarperCollins Publishers,Paperback,240,1987,1930,2019/08/15,2019/08/01,,,read,,,,1,,,0,,,,,
43107933,"Big Sky (Jackson Brodie, #5)",Kate Atkinson,"Atkinson, Kate",,"=""""","=""""",5,3.98,Transworld Digital,Kindle Edition,352,2019,2019,2019/07/26,2019/04/30,,,read,,,,1,,,0,,,,,
17465453,The Signature of All Things,Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""0670024856""","=""9780670024858""",3,3.84,Riverhead Books,Hardcover,501,2013,2013,2019/07/24,2019/06/14,,,read,,,,1,,,0,,,,,
12666103,A Face Like Glass,Frances Hardinge,"Hardinge, Frances",,"=""0230763502""","=""9780230763500""",0,4.18,Pan Macmillan Children's,Paperback,496,2012,2012,,2019/07/17,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
15815333,The Interestings,Meg Wolitzer,"Wolitzer, Meg",,"=""1594488398""","=""9781594488399""",4,3.57,Riverhead Books,Hardcover,468,2013,2013,,2019/06/26,,,read,,,,1,,,0,,,,,
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",5,4.48,Random House,Hardcover,334,2018,2018,2019/06/25,2019/01/16,,,read,,,,1,,,0,,,,,
3722183,"A God in Ruins (Todd Family, #2)",Kate Atkinson,"Atkinson, Kate",Khánh Vân,"=""0316176532""","=""9780316176538""",5,3.94,"Little, Brown and Company",Hardcover,468,2015,2015,,2017/10/30,,,read,,,,1,,,0,,,,,
23492589,"Finders Keepers (Bill Hodges Trilogy, #2)",Stephen King,"King, Stephen",,"=""1501100076""","=""9781501100079""",3,4.04,Scribner,Hardcover,434,2015,2015,,2017/10/30,,,read,,,,1,,,0,,,,,
774726,Look at Me,Jennifer Egan,"Egan, Jennifer",,"=""0385721358""","=""9780385721356""",3,3.40,Anchor,Paperback,417,2002,2001,,2012/04/13,,,read,,,,1,,,0,,,,,
24452249,Did You Ever Have a Family,Bill Clegg,"Clegg, Bill",,"=""1476798176""","=""9781476798172""",4,3.80,Scout Press,Hardcover,293,2015,2015,2019/05/15,2019/01/16,,,read,,,,1,,,0,,,,,
18465852,The Book of Unknown Americans,Cristina Henriquez,"Henriquez, Cristina",,"=""0385350848""","=""9780385350846""",3,3.88,Knopf,Hardcover,286,2014,2014,,2019/06/25,,,read,,,,1,,,0,,,,,
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,"=""""","=""""",4,3.81,Hogarth,Kindle Edition,304,2017,2017,2019/06/18,2019/03/27,,,read,,,,1,,,0,,,,,
41018628,"The Rosie Result (Don Tillman, #3)",Graeme Simsion,"Simsion, Graeme",,"=""1925773477""","=""9781925773477""",3,4.04,Text Publishing,Paperback,376,2019,2019,2019/06/18,2019/03/01,,,read,,,,1,,,0,,,,,
148584,"Elephants Can Remember (Hercule Poirot, #40)",Agatha Christie,"Christie, Agatha",,"=""0425067823""","=""9780425067826""",0,3.63,Berkley,Paperback,224,1984,1972,,2019/05/16,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",4,4.25,William Morrow,Mass Market Paperback,491,2006,1990,,2017/11/29,,,read,,,,1,,,0,,,,,
37970853,The Paragon Hotel,Lyndsay Faye,"Faye, Lyndsay",,"=""0735210756""","=""9780735210752""",5,3.77,G.P. Putnam’s Sons,Hardcover,432,2019,2019,2019/05/28,2019/03/01,,,read,,,,1,,,0,,,,,
23215488,Speak,Louisa Hall,"Hall, Louisa",Suet Yee Chong,"=""0062391194""","=""9780062391193""",4,3.60,Ecco,Hardcover,336,2015,2015,2015/01/01,2019/05/15,,,read,,,,1,,,0,,,,,
25526965,"End of Watch (Bill Hodges Trilogy, #3)",Stephen King,"King, Stephen",,"=""1501129740""","=""9781501129742""",4,4.08,Scribner,Hardcover,432,2016,2016,,2017/10/30,,,read,,,,1,,,0,,,,,
6570431,"The Man in the Wooden Hat (Old Filth, #2)",Jane Gardam,"Gardam, Jane",,"=""1933372893""","=""9781933372891""",5,4.05,Europa Editions,Paperback,233,2009,2009,,2019/05/12,,,read,,,,1,,,0,,,,,
414824,Staying On,Paul Scott,"Scott, Paul",,"=""0099443198""","=""9780099443193""",3,3.89,Arrow,Paperback,256,1999,1977,,2019/05/12,,,read,,,,1,,,0,,,,,
1000724,The Towers of Silence,Paul Scott,"Scott, Paul",,"=""0226743438""","=""9780226743431""",4,4.29,University of Chicago Press,Paperback,399,1998,1971,,2019/05/12,,,read,,,,1,,,0,,,,,
1000718,The Day of the Scorpion,Paul Scott,"Scott, Paul",,"=""0226743411""","=""9780226743417""",4,4.30,University of Chicago Press,Paperback,493,1998,1968,,2019/05/12,,,read,,,,1,,,0,,,,,
146746,The Jewel in the Crown,Paul Scott,"Scott, Paul",,"=""0226743403""","=""9780226743400""",5,4.15,University of Chicago Press,Paperback,472,1998,1966,,2019/05/12,,,read,,,,1,,,0,,,,,
719382,A Division of the Spoils,Paul Scott,"Scott, Paul",,"=""0226743446""","=""9780226743448""",4,4.38,University of Chicago Press,Paperback,608,1998,1975,,2019/05/12,,,read,,,,1,,,0,,,,,
